hgnc_id	symbol	locus_group	locus_type	status
HGNC:21700	RAD9B	protein-coding gene	gene with protein product	Approved
HGNC:9807	RAD17	protein-coding gene	gene with protein product	Approved
HGNC:18278	RAD18	protein-coding gene	gene with protein product	Approved
HGNC:9811	RAD21	protein-coding gene	gene with protein product	Approved
HGNC:16271	RAD21L1	protein-coding gene	gene with protein product	Approved
HGNC:9812	RAD23A	protein-coding gene	gene with protein product	Approved
HGNC:9813	RAD23B	protein-coding gene	gene with protein product	Approved
HGNC:9816	RAD50	protein-coding gene	gene with protein product	Approved
HGNC:9817	RAD51	protein-coding gene	gene with protein product	Approved
HGNC:16956	RAD51AP1	protein-coding gene	gene with protein product	Approved
HGNC:34417	RAD51AP2	protein-coding gene	gene with protein product	Approved
HGNC:9822	RAD51B	protein-coding gene	gene with protein product	Approved
HGNC:9820	RAD51C	protein-coding gene	gene with protein product	Approved
HGNC:9823	RAD51D	protein-coding gene	gene with protein product	Approved
HGNC:9824	RAD52	protein-coding gene	gene with protein product	Approved
HGNC:17228	RAD54B	protein-coding gene	gene with protein product	Approved
HGNC:9826	RAD54L	protein-coding gene	gene with protein product	Approved
HGNC:29123	RAD54L2	protein-coding gene	gene with protein product	Approved
HGNC:22226	RADIL	protein-coding gene	gene with protein product	Approved
HGNC:25486	RADX	protein-coding gene	gene with protein product	Approved
HGNC:9828	RAE1	protein-coding gene	gene with protein product	Approved
HGNC:16793	RAET1E	protein-coding gene	gene with protein product	Approved
HGNC:16795	RAET1G	protein-coding gene	gene with protein product	Approved
HGNC:16798	RAET1L	protein-coding gene	gene with protein product	Approved
HGNC:9829	RAF1	protein-coding gene	gene with protein product	Approved
HGNC:9831	RAG1	protein-coding gene	gene with protein product	Approved
HGNC:9832	RAG2	protein-coding gene	gene with protein product	Approved
HGNC:9834	RAI1	protein-coding gene	gene with protein product	Approved
HGNC:9835	RAI2	protein-coding gene	gene with protein product	Approved
HGNC:14873	RAI14	protein-coding gene	gene with protein product	Approved
HGNC:9839	RALA	protein-coding gene	gene with protein product	Approved
HGNC:9840	RALB	protein-coding gene	gene with protein product	Approved
HGNC:9841	RALBP1	protein-coding gene	gene with protein product	Approved
HGNC:17770	RALGAPA1	protein-coding gene	gene with protein product	Approved
HGNC:16207	RALGAPA2	protein-coding gene	gene with protein product	Approved
HGNC:29221	RALGAPB	protein-coding gene	gene with protein product	Approved
HGNC:9842	RALGDS	protein-coding gene	gene with protein product	Approved
HGNC:16851	RALGPS1	protein-coding gene	gene with protein product	Approved
HGNC:30279	RALGPS2	protein-coding gene	gene with protein product	Approved
HGNC:15921	RALY	protein-coding gene	gene with protein product	Approved
HGNC:27036	RALYL	protein-coding gene	gene with protein product	Approved
HGNC:31022	RAMAC	protein-coding gene	gene with protein product	Approved
HGNC:21234	RAMACL	protein-coding gene	gene with protein product	Approved
HGNC:9843	RAMP1	protein-coding gene	gene with protein product	Approved
HGNC:9844	RAMP2	protein-coding gene	gene with protein product	Approved
HGNC:9845	RAMP3	protein-coding gene	gene with protein product	Approved
HGNC:9846	RAN	protein-coding gene	gene with protein product	Approved
HGNC:9847	RANBP1	protein-coding gene	gene with protein product	Approved
HGNC:9848	RANBP2	protein-coding gene	gene with protein product	Approved
HGNC:9850	RANBP3	protein-coding gene	gene with protein product	Approved
HGNC:26353	RANBP3L	protein-coding gene	gene with protein product	Approved
HGNC:9851	RANBP6	protein-coding gene	gene with protein product	Approved
HGNC:13727	RANBP9	protein-coding gene	gene with protein product	Approved
HGNC:29285	RANBP10	protein-coding gene	gene with protein product	Approved
HGNC:14428	RANBP17	protein-coding gene	gene with protein product	Approved
HGNC:9854	RANGAP1	protein-coding gene	gene with protein product	Approved
HGNC:17679	RANGRF	protein-coding gene	gene with protein product	Approved
HGNC:9855	RAP1A	protein-coding gene	gene with protein product	Approved
HGNC:9857	RAP1B	protein-coding gene	gene with protein product	Approved
HGNC:9858	RAP1GAP	protein-coding gene	gene with protein product	Approved
HGNC:29176	RAP1GAP2	protein-coding gene	gene with protein product	Approved
HGNC:9859	RAP1GDS1	protein-coding gene	gene with protein product	Approved
HGNC:9861	RAP2A	protein-coding gene	gene with protein product	Approved
HGNC:9862	RAP2B	protein-coding gene	gene with protein product	Approved
HGNC:21165	RAP2C	protein-coding gene	gene with protein product	Approved
HGNC:4568	RAPGEF1	protein-coding gene	gene with protein product	Approved
HGNC:16854	RAPGEF2	protein-coding gene	gene with protein product	Approved
HGNC:16629	RAPGEF3	protein-coding gene	gene with protein product	Approved
HGNC:16626	RAPGEF4	protein-coding gene	gene with protein product	Approved
HGNC:16862	RAPGEF5	protein-coding gene	gene with protein product	Approved
HGNC:20655	RAPGEF6	protein-coding gene	gene with protein product	Approved
HGNC:17428	RAPGEFL1	protein-coding gene	gene with protein product	Approved
HGNC:14436	RAPH1	protein-coding gene	gene with protein product	Approved
HGNC:9863	RAPSN	protein-coding gene	gene with protein product	Approved
HGNC:9864	RARA	protein-coding gene	gene with protein product	Approved
HGNC:9865	RARB	protein-coding gene	gene with protein product	Approved
HGNC:9866	RARG	protein-coding gene	gene with protein product	Approved
HGNC:9867	RARRES1	protein-coding gene	gene with protein product	Approved
HGNC:9868	RARRES2	protein-coding gene	gene with protein product	Approved
HGNC:9870	RARS1	protein-coding gene	gene with protein product	Approved
HGNC:21406	RARS2	protein-coding gene	gene with protein product	Approved
HGNC:9871	RASA1	protein-coding gene	gene with protein product	Approved
HGNC:9872	RASA2	protein-coding gene	gene with protein product	Approved
HGNC:20331	RASA3	protein-coding gene	gene with protein product	Approved
HGNC:23181	RASA4	protein-coding gene	gene with protein product	Approved
HGNC:35202	RASA4B	protein-coding gene	gene with protein product	Approved
HGNC:9873	RASAL1	protein-coding gene	gene with protein product	Approved
HGNC:9874	RASAL2	protein-coding gene	gene with protein product	Approved
HGNC:26129	RASAL3	protein-coding gene	gene with protein product	Approved
HGNC:15828	RASD1	protein-coding gene	gene with protein product	Approved
HGNC:18229	RASD2	protein-coding gene	gene with protein product	Approved
HGNC:26464	RASEF	protein-coding gene	gene with protein product	Approved
HGNC:24246	RASGEF1A	protein-coding gene	gene with protein product	Approved
HGNC:24881	RASGEF1B	protein-coding gene	gene with protein product	Approved
HGNC:27400	RASGEF1C	protein-coding gene	gene with protein product	Approved
HGNC:9875	RASGRF1	protein-coding gene	gene with protein product	Approved
HGNC:9876	RASGRF2	protein-coding gene	gene with protein product	Approved
HGNC:9878	RASGRP1	protein-coding gene	gene with protein product	Approved
HGNC:9879	RASGRP2	protein-coding gene	gene with protein product	Approved
HGNC:14545	RASGRP3	protein-coding gene	gene with protein product	Approved
HGNC:18958	RASGRP4	protein-coding gene	gene with protein product	Approved
HGNC:24716	RASIP1	protein-coding gene	gene with protein product	Approved
HGNC:16954	RASL10A	protein-coding gene	gene with protein product	Approved
HGNC:30295	RASL10B	protein-coding gene	gene with protein product	Approved
HGNC:23802	RASL11A	protein-coding gene	gene with protein product	Approved
HGNC:23804	RASL11B	protein-coding gene	gene with protein product	Approved
HGNC:30289	RASL12	protein-coding gene	gene with protein product	Approved
HGNC:9882	RASSF1	protein-coding gene	gene with protein product	Approved
HGNC:9883	RASSF2	protein-coding gene	gene with protein product	Approved
HGNC:14271	RASSF3	protein-coding gene	gene with protein product	Approved
HGNC:20793	RASSF4	protein-coding gene	gene with protein product	Approved
HGNC:17609	RASSF5	protein-coding gene	gene with protein product	Approved
HGNC:20796	RASSF6	protein-coding gene	gene with protein product	Approved
HGNC:1166	RASSF7	protein-coding gene	gene with protein product	Approved
HGNC:13232	RASSF8	protein-coding gene	gene with protein product	Approved
HGNC:15739	RASSF9	protein-coding gene	gene with protein product	Approved
HGNC:33984	RASSF10	protein-coding gene	gene with protein product	Approved
HGNC:30296	RAVER1	protein-coding gene	gene with protein product	Approved
HGNC:25577	RAVER2	protein-coding gene	gene with protein product	Approved
HGNC:18662	RAX	protein-coding gene	gene with protein product	Approved
HGNC:18286	RAX2	protein-coding gene	gene with protein product	Approved
HGNC:9884	RB1	protein-coding gene	gene with protein product	Approved
HGNC:15574	RB1CC1	protein-coding gene	gene with protein product	Approved
HGNC:17680	RBAK	protein-coding gene	gene with protein product	Approved
HGNC:9887	RBBP4	protein-coding gene	gene with protein product	Approved
HGNC:9888	RBBP5	protein-coding gene	gene with protein product	Approved
HGNC:9889	RBBP6	protein-coding gene	gene with protein product	Approved
HGNC:9890	RBBP7	protein-coding gene	gene with protein product	Approved
HGNC:9891	RBBP8	protein-coding gene	gene with protein product	Approved
HGNC:16144	RBBP8NL	protein-coding gene	gene with protein product	Approved
HGNC:9892	RBBP9	protein-coding gene	gene with protein product	Approved
HGNC:15864	RBCK1	protein-coding gene	gene with protein product	Approved
HGNC:26120	RBFA	protein-coding gene	gene with protein product	Approved
HGNC:18222	RBFOX1	protein-coding gene	gene with protein product	Approved
HGNC:9906	RBFOX2	protein-coding gene	gene with protein product	Approved
HGNC:27097	RBFOX3	protein-coding gene	gene with protein product	Approved
HGNC:32235	RBIS	protein-coding gene	gene with protein product	Approved
HGNC:30325	RBKS	protein-coding gene	gene with protein product	Approved
HGNC:9893	RBL1	protein-coding gene	gene with protein product	Approved
HGNC:9894	RBL2	protein-coding gene	gene with protein product	Approved
HGNC:9900	RBM3	protein-coding gene	gene with protein product	Approved
HGNC:9901	RBM4	protein-coding gene	gene with protein product	Approved
HGNC:28842	RBM4B	protein-coding gene	gene with protein product	Approved
HGNC:9902	RBM5	protein-coding gene	gene with protein product	Approved
HGNC:9903	RBM6	protein-coding gene	gene with protein product	Approved
HGNC:9904	RBM7	protein-coding gene	gene with protein product	Approved
HGNC:9905	RBM8A	protein-coding gene	gene with protein product	Approved
HGNC:9896	RBM10	protein-coding gene	gene with protein product	Approved
HGNC:9897	RBM11	protein-coding gene	gene with protein product	Approved
HGNC:9898	RBM12	protein-coding gene	gene with protein product	Approved
HGNC:32310	RBM12B	protein-coding gene	gene with protein product	Approved
HGNC:14219	RBM14	protein-coding gene	gene with protein product	Approved
HGNC:14959	RBM15	protein-coding gene	gene with protein product	Approved
HGNC:24303	RBM15B	protein-coding gene	gene with protein product	Approved
HGNC:16944	RBM17	protein-coding gene	gene with protein product	Approved
HGNC:28413	RBM18	protein-coding gene	gene with protein product	Approved
HGNC:29098	RBM19	protein-coding gene	gene with protein product	Approved
HGNC:27424	RBM20	protein-coding gene	gene with protein product	Approved
HGNC:25503	RBM22	protein-coding gene	gene with protein product	Approved
HGNC:20155	RBM23	protein-coding gene	gene with protein product	Approved
HGNC:21539	RBM24	protein-coding gene	gene with protein product	Approved
HGNC:23244	RBM25	protein-coding gene	gene with protein product	Approved
HGNC:20327	RBM26	protein-coding gene	gene with protein product	Approved
HGNC:29243	RBM27	protein-coding gene	gene with protein product	Approved
HGNC:21863	RBM28	protein-coding gene	gene with protein product	Approved
HGNC:27223	RBM33	protein-coding gene	gene with protein product	Approved
HGNC:28965	RBM34	protein-coding gene	gene with protein product	Approved
HGNC:15818	RBM38	protein-coding gene	gene with protein product	Approved
HGNC:15923	RBM39	protein-coding gene	gene with protein product	Approved
HGNC:25617	RBM41	protein-coding gene	gene with protein product	Approved
HGNC:28117	RBM42	protein-coding gene	gene with protein product	Approved
HGNC:24790	RBM43	protein-coding gene	gene with protein product	Approved
HGNC:24756	RBM44	protein-coding gene	gene with protein product	Approved
HGNC:24468	RBM45	protein-coding gene	gene with protein product	Approved
HGNC:28401	RBM46	protein-coding gene	gene with protein product	Approved
HGNC:30358	RBM47	protein-coding gene	gene with protein product	Approved
HGNC:21785	RBM48	protein-coding gene	gene with protein product	Approved
HGNC:9907	RBMS1	protein-coding gene	gene with protein product	Approved
HGNC:9909	RBMS2	protein-coding gene	gene with protein product	Approved
HGNC:13427	RBMS3	protein-coding gene	gene with protein product	Approved
HGNC:9910	RBMX	protein-coding gene	gene with protein product	Approved
HGNC:24282	RBMX2	protein-coding gene	gene with protein product	Approved
HGNC:25073	RBMXL1	protein-coding gene	gene with protein product	Approved
HGNC:17886	RBMXL2	protein-coding gene	gene with protein product	Approved
HGNC:26859	RBMXL3	protein-coding gene	gene with protein product	Approved
HGNC:9912	RBMY1A1	protein-coding gene	gene with protein product	Approved
HGNC:23914	RBMY1B	protein-coding gene	gene with protein product	Approved
HGNC:9914	RBMY1C	protein-coding gene	gene with protein product	Approved
HGNC:23915	RBMY1D	protein-coding gene	gene with protein product	Approved
HGNC:23916	RBMY1E	protein-coding gene	gene with protein product	Approved
HGNC:23974	RBMY1F	protein-coding gene	gene with protein product	Approved
HGNC:23917	RBMY1J	protein-coding gene	gene with protein product	Approved
HGNC:9919	RBP1	protein-coding gene	gene with protein product	Approved
HGNC:9920	RBP2	protein-coding gene	gene with protein product	Approved
HGNC:9921	RBP3	protein-coding gene	gene with protein product	Approved
HGNC:9922	RBP4	protein-coding gene	gene with protein product	Approved
HGNC:15847	RBP5	protein-coding gene	gene with protein product	Approved
HGNC:30316	RBP7	protein-coding gene	gene with protein product	Approved
HGNC:5724	RBPJ	protein-coding gene	gene with protein product	Approved
HGNC:13761	RBPJL	protein-coding gene	gene with protein product	Approved
HGNC:19097	RBPMS	protein-coding gene	gene with protein product	Approved
HGNC:19098	RBPMS2	protein-coding gene	gene with protein product	Approved
