hgnc_id	symbol	locus_group	locus_type	status
HGNC:20773	TUBB8	protein-coding gene	gene with protein product	Approved
HGNC:24983	TUBB8B	protein-coding gene	gene with protein product	Approved
HGNC:16811	TUBD1	protein-coding gene	gene with protein product	Approved
HGNC:20775	TUBE1	protein-coding gene	gene with protein product	Approved
HGNC:12417	TUBG1	protein-coding gene	gene with protein product	Approved
HGNC:12419	TUBG2	protein-coding gene	gene with protein product	Approved
HGNC:18599	TUBGCP2	protein-coding gene	gene with protein product	Approved
HGNC:18598	TUBGCP3	protein-coding gene	gene with protein product	Approved
HGNC:16691	TUBGCP4	protein-coding gene	gene with protein product	Approved
HGNC:18600	TUBGCP5	protein-coding gene	gene with protein product	Approved
HGNC:18127	TUBGCP6	protein-coding gene	gene with protein product	Approved
HGNC:12420	TUFM	protein-coding gene	gene with protein product	Approved
HGNC:12422	TUFT1	protein-coding gene	gene with protein product	Approved
HGNC:26066	TUG1	protein-coding gene	gene with protein product	Approved
HGNC:12423	TULP1	protein-coding gene	gene with protein product	Approved
HGNC:12424	TULP2	protein-coding gene	gene with protein product	Approved
HGNC:12425	TULP3	protein-coding gene	gene with protein product	Approved
HGNC:15530	TULP4	protein-coding gene	gene with protein product	Approved
HGNC:44088	TUNAR	protein-coding gene	gene with protein product	Approved
HGNC:31010	TUSC1	protein-coding gene	gene with protein product	Approved
HGNC:17034	TUSC2	protein-coding gene	gene with protein product	Approved
HGNC:30242	TUSC3	protein-coding gene	gene with protein product	Approved
HGNC:26184	TUT1	protein-coding gene	gene with protein product	Approved
HGNC:28981	TUT4	protein-coding gene	gene with protein product	Approved
HGNC:25817	TUT7	protein-coding gene	gene with protein product	Approved
HGNC:20398	TVP23A	protein-coding gene	gene with protein product	Approved
HGNC:20399	TVP23B	protein-coding gene	gene with protein product	Approved
HGNC:30453	TVP23C	protein-coding gene	gene with protein product	Approved
HGNC:9620	TWF1	protein-coding gene	gene with protein product	Approved
HGNC:9621	TWF2	protein-coding gene	gene with protein product	Approved
HGNC:12428	TWIST1	protein-coding gene	gene with protein product	Approved
HGNC:20670	TWIST2	protein-coding gene	gene with protein product	Approved
HGNC:1160	TWNK	protein-coding gene	gene with protein product	Approved
HGNC:12429	TWSG1	protein-coding gene	gene with protein product	Approved
HGNC:12434	TXK	protein-coding gene	gene with protein product	Approved
HGNC:30685	TXLNA	protein-coding gene	gene with protein product	Approved
HGNC:21617	TXLNB	protein-coding gene	gene with protein product	Approved
HGNC:18578	TXLNG	protein-coding gene	gene with protein product	Approved
HGNC:12435	TXN	protein-coding gene	gene with protein product	Approved
HGNC:17772	TXN2	protein-coding gene	gene with protein product	Approved
HGNC:16470	TXNDC2	protein-coding gene	gene with protein product	Approved
HGNC:21073	TXNDC5	protein-coding gene	gene with protein product	Approved
HGNC:31454	TXNDC8	protein-coding gene	gene with protein product	Approved
HGNC:24110	TXNDC9	protein-coding gene	gene with protein product	Approved
HGNC:28030	TXNDC11	protein-coding gene	gene with protein product	Approved
HGNC:24626	TXNDC12	protein-coding gene	gene with protein product	Approved
HGNC:20652	TXNDC15	protein-coding gene	gene with protein product	Approved
HGNC:19965	TXNDC16	protein-coding gene	gene with protein product	Approved
HGNC:28218	TXNDC17	protein-coding gene	gene with protein product	Approved
HGNC:16952	TXNIP	protein-coding gene	gene with protein product	Approved
HGNC:12436	TXNL1	protein-coding gene	gene with protein product	Approved
HGNC:30551	TXNL4A	protein-coding gene	gene with protein product	Approved
HGNC:26041	TXNL4B	protein-coding gene	gene with protein product	Approved
HGNC:12437	TXNRD1	protein-coding gene	gene with protein product	Approved
HGNC:18155	TXNRD2	protein-coding gene	gene with protein product	Approved
HGNC:20667	TXNRD3	protein-coding gene	gene with protein product	Approved
HGNC:12440	TYK2	protein-coding gene	gene with protein product	Approved
HGNC:3148	TYMP	protein-coding gene	gene with protein product	Approved
HGNC:12441	TYMS	protein-coding gene	gene with protein product	Approved
HGNC:12442	TYR	protein-coding gene	gene with protein product	Approved
HGNC:12446	TYRO3	protein-coding gene	gene with protein product	Approved
HGNC:12449	TYROBP	protein-coding gene	gene with protein product	Approved
HGNC:12450	TYRP1	protein-coding gene	gene with protein product	Approved
HGNC:28531	TYSND1	protein-coding gene	gene with protein product	Approved
HGNC:25598	TYW1	protein-coding gene	gene with protein product	Approved
HGNC:33908	TYW1B	protein-coding gene	gene with protein product	Approved
HGNC:26091	TYW2	protein-coding gene	gene with protein product	Approved
HGNC:24757	TYW3	protein-coding gene	gene with protein product	Approved
HGNC:26754	TYW5	protein-coding gene	gene with protein product	Approved
HGNC:31420	TZMP1	protein-coding gene	gene with protein product	Approved
HGNC:12453	U2AF1	protein-coding gene	gene with protein product	Approved
HGNC:23020	U2AF1L4	protein-coding gene	gene with protein product	Approved
HGNC:23156	U2AF2	protein-coding gene	gene with protein product	Approved
HGNC:30855	U2SURP	protein-coding gene	gene with protein product	Approved
HGNC:15947	UACA	protein-coding gene	gene with protein product	Approved
HGNC:12457	UAP1	protein-coding gene	gene with protein product	Approved
HGNC:28082	UAP1L1	protein-coding gene	gene with protein product	Approved
HGNC:12469	UBA1	protein-coding gene	gene with protein product	Approved
HGNC:30661	UBA2	protein-coding gene	gene with protein product	Approved
HGNC:12470	UBA3	protein-coding gene	gene with protein product	Approved
HGNC:23230	UBA5	protein-coding gene	gene with protein product	Approved
HGNC:25581	UBA6	protein-coding gene	gene with protein product	Approved
HGNC:12471	UBA7	protein-coding gene	gene with protein product	Approved
HGNC:12458	UBA52	protein-coding gene	gene with protein product	Approved
HGNC:30221	UBAC1	protein-coding gene	gene with protein product	Approved
HGNC:20486	UBAC2	protein-coding gene	gene with protein product	Approved
HGNC:29576	UBALD1	protein-coding gene	gene with protein product	Approved
HGNC:28438	UBALD2	protein-coding gene	gene with protein product	Approved
HGNC:12461	UBAP1	protein-coding gene	gene with protein product	Approved
HGNC:40028	UBAP1L	protein-coding gene	gene with protein product	Approved
HGNC:14185	UBAP2	protein-coding gene	gene with protein product	Approved
HGNC:29877	UBAP2L	protein-coding gene	gene with protein product	Approved
HGNC:12462	UBASH3A	protein-coding gene	gene with protein product	Approved
HGNC:29884	UBASH3B	protein-coding gene	gene with protein product	Approved
HGNC:12463	UBB	protein-coding gene	gene with protein product	Approved
HGNC:12468	UBC	protein-coding gene	gene with protein product	Approved
HGNC:18795	UBD	protein-coding gene	gene with protein product	Approved
HGNC:12472	UBE2A	protein-coding gene	gene with protein product	Approved
HGNC:12473	UBE2B	protein-coding gene	gene with protein product	Approved
HGNC:15937	UBE2C	protein-coding gene	gene with protein product	Approved
HGNC:12474	UBE2D1	protein-coding gene	gene with protein product	Approved
HGNC:12475	UBE2D2	protein-coding gene	gene with protein product	Approved
HGNC:12476	UBE2D3	protein-coding gene	gene with protein product	Approved
HGNC:21647	UBE2D4	protein-coding gene	gene with protein product	Approved
HGNC:12477	UBE2E1	protein-coding gene	gene with protein product	Approved
HGNC:12478	UBE2E2	protein-coding gene	gene with protein product	Approved
HGNC:12479	UBE2E3	protein-coding gene	gene with protein product	Approved
HGNC:12480	UBE2F	protein-coding gene	gene with protein product	Approved
HGNC:12482	UBE2G1	protein-coding gene	gene with protein product	Approved
HGNC:12483	UBE2G2	protein-coding gene	gene with protein product	Approved
HGNC:12484	UBE2H	protein-coding gene	gene with protein product	Approved
HGNC:12485	UBE2I	protein-coding gene	gene with protein product	Approved
HGNC:17598	UBE2J1	protein-coding gene	gene with protein product	Approved
HGNC:19268	UBE2J2	protein-coding gene	gene with protein product	Approved
HGNC:4914	UBE2K	protein-coding gene	gene with protein product	Approved
HGNC:12488	UBE2L3	protein-coding gene	gene with protein product	Approved
HGNC:13477	UBE2L5	protein-coding gene	gene with protein product	Approved
HGNC:12490	UBE2L6	protein-coding gene	gene with protein product	Approved
HGNC:12491	UBE2M	protein-coding gene	gene with protein product	Approved
HGNC:12492	UBE2N	protein-coding gene	gene with protein product	Approved
HGNC:31710	UBE2NL	protein-coding gene	gene with protein product	Approved
HGNC:29554	UBE2O	protein-coding gene	gene with protein product	Approved
HGNC:15698	UBE2Q1	protein-coding gene	gene with protein product	Approved
HGNC:19248	UBE2Q2	protein-coding gene	gene with protein product	Approved
HGNC:37269	UBE2QL1	protein-coding gene	gene with protein product	Approved
HGNC:19907	UBE2R2	protein-coding gene	gene with protein product	Approved
HGNC:17895	UBE2S	protein-coding gene	gene with protein product	Approved
HGNC:25009	UBE2T	protein-coding gene	gene with protein product	Approved
HGNC:28559	UBE2U	protein-coding gene	gene with protein product	Approved
HGNC:12494	UBE2V1	protein-coding gene	gene with protein product	Approved
HGNC:12495	UBE2V2	protein-coding gene	gene with protein product	Approved
HGNC:25616	UBE2W	protein-coding gene	gene with protein product	Approved
HGNC:25847	UBE2Z	protein-coding gene	gene with protein product	Approved
HGNC:12496	UBE3A	protein-coding gene	gene with protein product	Approved
HGNC:13478	UBE3B	protein-coding gene	gene with protein product	Approved
HGNC:16803	UBE3C	protein-coding gene	gene with protein product	Approved
HGNC:21381	UBE3D	protein-coding gene	gene with protein product	Approved
HGNC:12499	UBE4A	protein-coding gene	gene with protein product	Approved
HGNC:12500	UBE4B	protein-coding gene	gene with protein product	Approved
HGNC:30565	UBFD1	protein-coding gene	gene with protein product	Approved
HGNC:30791	UBIAD1	protein-coding gene	gene with protein product	Approved
HGNC:12504	UBL3	protein-coding gene	gene with protein product	Approved
HGNC:12505	UBL4A	protein-coding gene	gene with protein product	Approved
HGNC:32309	UBL4B	protein-coding gene	gene with protein product	Approved
HGNC:13736	UBL5	protein-coding gene	gene with protein product	Approved
HGNC:28221	UBL7	protein-coding gene	gene with protein product	Approved
HGNC:28110	UBLCP1	protein-coding gene	gene with protein product	Approved
HGNC:12506	UBN1	protein-coding gene	gene with protein product	Approved
HGNC:21931	UBN2	protein-coding gene	gene with protein product	Approved
HGNC:17777	UBOX5	protein-coding gene	gene with protein product	Approved
HGNC:12507	UBP1	protein-coding gene	gene with protein product	Approved
HGNC:12508	UBQLN1	protein-coding gene	gene with protein product	Approved
HGNC:12509	UBQLN2	protein-coding gene	gene with protein product	Approved
HGNC:12510	UBQLN3	protein-coding gene	gene with protein product	Approved
HGNC:1237	UBQLN4	protein-coding gene	gene with protein product	Approved
HGNC:28294	UBQLNL	protein-coding gene	gene with protein product	Approved
HGNC:16808	UBR1	protein-coding gene	gene with protein product	Approved
HGNC:21289	UBR2	protein-coding gene	gene with protein product	Approved
HGNC:30467	UBR3	protein-coding gene	gene with protein product	Approved
HGNC:30313	UBR4	protein-coding gene	gene with protein product	Approved
HGNC:16806	UBR5	protein-coding gene	gene with protein product	Approved
HGNC:20344	UBR7	protein-coding gene	gene with protein product	Approved
HGNC:25683	UBTD1	protein-coding gene	gene with protein product	Approved
HGNC:24463	UBTD2	protein-coding gene	gene with protein product	Approved
HGNC:12511	UBTF	protein-coding gene	gene with protein product	Approved
HGNC:14533	UBTFL1	protein-coding gene	gene with protein product	Approved
HGNC:18402	UBXN1	protein-coding gene	gene with protein product	Approved
HGNC:27265	UBXN2A	protein-coding gene	gene with protein product	Approved
HGNC:27035	UBXN2B	protein-coding gene	gene with protein product	Approved
HGNC:14860	UBXN4	protein-coding gene	gene with protein product	Approved
HGNC:14928	UBXN6	protein-coding gene	gene with protein product	Approved
HGNC:29119	UBXN7	protein-coding gene	gene with protein product	Approved
HGNC:30307	UBXN8	protein-coding gene	gene with protein product	Approved
HGNC:26354	UBXN10	protein-coding gene	gene with protein product	Approved
HGNC:30600	UBXN11	protein-coding gene	gene with protein product	Approved
HGNC:12513	UCHL1	protein-coding gene	gene with protein product	Approved
HGNC:12515	UCHL3	protein-coding gene	gene with protein product	Approved
HGNC:19678	UCHL5	protein-coding gene	gene with protein product	Approved
HGNC:14859	UCK1	protein-coding gene	gene with protein product	Approved
HGNC:12562	UCK2	protein-coding gene	gene with protein product	Approved
HGNC:15938	UCKL1	protein-coding gene	gene with protein product	Approved
HGNC:25205	UCMA	protein-coding gene	gene with protein product	Approved
HGNC:12516	UCN	protein-coding gene	gene with protein product	Approved
HGNC:18414	UCN2	protein-coding gene	gene with protein product	Approved
HGNC:17781	UCN3	protein-coding gene	gene with protein product	Approved
HGNC:12517	UCP1	protein-coding gene	gene with protein product	Approved
HGNC:12518	UCP2	protein-coding gene	gene with protein product	Approved
HGNC:12519	UCP3	protein-coding gene	gene with protein product	Approved
HGNC:30866	UEVLD	protein-coding gene	gene with protein product	Approved
HGNC:26941	UFC1	protein-coding gene	gene with protein product	Approved
HGNC:12520	UFD1	protein-coding gene	gene with protein product	Approved
HGNC:23039	UFL1	protein-coding gene	gene with protein product	Approved
HGNC:20597	UFM1	protein-coding gene	gene with protein product	Approved
HGNC:33821	UFSP1	protein-coding gene	gene with protein product	Approved
HGNC:25640	UFSP2	protein-coding gene	gene with protein product	Approved
HGNC:12524	UGCG	protein-coding gene	gene with protein product	Approved
HGNC:12525	UGDH	protein-coding gene	gene with protein product	Approved
HGNC:15663	UGGT1	protein-coding gene	gene with protein product	Approved
HGNC:15664	UGGT2	protein-coding gene	gene with protein product	Approved
HGNC:12527	UGP2	protein-coding gene	gene with protein product	Approved
HGNC:12529	UGT1A	protein-coding gene	gene with protein product	Approved
HGNC:12542	UGT2A1	protein-coding gene	gene with protein product	Approved
HGNC:28528	UGT2A3	protein-coding gene	gene with protein product	Approved
HGNC:12553	UGT2B4	protein-coding gene	gene with protein product	Approved
HGNC:12554	UGT2B7	protein-coding gene	gene with protein product	Approved
HGNC:12544	UGT2B10	protein-coding gene	gene with protein product	Approved
HGNC:12545	UGT2B11	protein-coding gene	gene with protein product	Approved
HGNC:12546	UGT2B15	protein-coding gene	gene with protein product	Approved
HGNC:12547	UGT2B17	protein-coding gene	gene with protein product	Approved
HGNC:13479	UGT2B28	protein-coding gene	gene with protein product	Approved
HGNC:26625	UGT3A1	protein-coding gene	gene with protein product	Approved
HGNC:27266	UGT3A2	protein-coding gene	gene with protein product	Approved
HGNC:12555	UGT8	protein-coding gene	gene with protein product	Approved
HGNC:19683	UHMK1	protein-coding gene	gene with protein product	Approved
HGNC:12556	UHRF1	protein-coding gene	gene with protein product	Approved
HGNC:12557	UHRF2	protein-coding gene	gene with protein product	Approved
HGNC:30298	UIMC1	protein-coding gene	gene with protein product	Approved
HGNC:14893	ULBP1	protein-coding gene	gene with protein product	Approved
HGNC:14894	ULBP2	protein-coding gene	gene with protein product	Approved
HGNC:14895	ULBP3	protein-coding gene	gene with protein product	Approved
HGNC:12558	ULK1	protein-coding gene	gene with protein product	Approved
HGNC:13480	ULK2	protein-coding gene	gene with protein product	Approved
HGNC:19703	ULK3	protein-coding gene	gene with protein product	Approved
HGNC:15784	ULK4	protein-coding gene	gene with protein product	Approved
HGNC:48955	UMAD1	protein-coding gene	gene with protein product	Approved
HGNC:12559	UMOD	protein-coding gene	gene with protein product	Approved
HGNC:12560	UMODL1	protein-coding gene	gene with protein product	Approved
HGNC:12563	UMPS	protein-coding gene	gene with protein product	Approved
HGNC:12567	UNC5A	protein-coding gene	gene with protein product	Approved
HGNC:12568	UNC5B	protein-coding gene	gene with protein product	Approved
HGNC:12569	UNC5C	protein-coding gene	gene with protein product	Approved
HGNC:21203	UNC5CL	protein-coding gene	gene with protein product	Approved
HGNC:18634	UNC5D	protein-coding gene	gene with protein product	Approved
HGNC:23150	UNC13A	protein-coding gene	gene with protein product	Approved
HGNC:12566	UNC13B	protein-coding gene	gene with protein product	Approved
HGNC:23149	UNC13C	protein-coding gene	gene with protein product	Approved
HGNC:23147	UNC13D	protein-coding gene	gene with protein product	Approved
HGNC:30594	UNC45A	protein-coding gene	gene with protein product	Approved
HGNC:14304	UNC45B	protein-coding gene	gene with protein product	Approved
HGNC:16046	UNC50	protein-coding gene	gene with protein product	Approved
HGNC:19966	UNC79	protein-coding gene	gene with protein product	Approved
HGNC:26582	UNC80	protein-coding gene	gene with protein product	Approved
HGNC:12570	UNC93A	protein-coding gene	gene with protein product	Approved
HGNC:13481	UNC93B1	protein-coding gene	gene with protein product	Approved
HGNC:12565	UNC119	protein-coding gene	gene with protein product	Approved
HGNC:16488	UNC119B	protein-coding gene	gene with protein product	Approved
HGNC:33194	UNCX	protein-coding gene	gene with protein product	Approved
HGNC:12572	UNG	protein-coding gene	gene with protein product	Approved
HGNC:29369	UNK	protein-coding gene	gene with protein product	Approved
HGNC:14184	UNKL	protein-coding gene	gene with protein product	Approved
HGNC:16297	UPB1	protein-coding gene	gene with protein product	Approved
HGNC:9962	UPF1	protein-coding gene	gene with protein product	Approved
HGNC:17854	UPF2	protein-coding gene	gene with protein product	Approved
HGNC:20332	UPF3A	protein-coding gene	gene with protein product	Approved
HGNC:20439	UPF3B	protein-coding gene	gene with protein product	Approved
HGNC:12577	UPK1A	protein-coding gene	gene with protein product	Approved
HGNC:12578	UPK1B	protein-coding gene	gene with protein product	Approved
HGNC:12579	UPK2	protein-coding gene	gene with protein product	Approved
HGNC:12580	UPK3A	protein-coding gene	gene with protein product	Approved
HGNC:21444	UPK3B	protein-coding gene	gene with protein product	Approved
HGNC:37278	UPK3BL1	protein-coding gene	gene with protein product	Approved
HGNC:53444	UPK3BL2	protein-coding gene	gene with protein product	Approved
HGNC:12576	UPP1	protein-coding gene	gene with protein product	Approved
HGNC:23061	UPP2	protein-coding gene	gene with protein product	Approved
HGNC:28334	UPRT	protein-coding gene	gene with protein product	Approved
HGNC:15891	UQCC1	protein-coding gene	gene with protein product	Approved
HGNC:21237	UQCC2	protein-coding gene	gene with protein product	Approved
HGNC:34399	UQCC3	protein-coding gene	gene with protein product	Approved
HGNC:27558	UQCC4	protein-coding gene	gene with protein product	Approved
HGNC:37257	UQCC5	protein-coding gene	gene with protein product	Approved
HGNC:34450	UQCC6	protein-coding gene	gene with protein product	Approved
HGNC:30863	UQCR10	protein-coding gene	gene with protein product	Approved
HGNC:30862	UQCR11	protein-coding gene	gene with protein product	Approved
HGNC:12582	UQCRB	protein-coding gene	gene with protein product	Approved
HGNC:12585	UQCRC1	protein-coding gene	gene with protein product	Approved
HGNC:12586	UQCRC2	protein-coding gene	gene with protein product	Approved
HGNC:12587	UQCRFS1	protein-coding gene	gene with protein product	Approved
HGNC:12590	UQCRH	protein-coding gene	gene with protein product	Approved
HGNC:51714	UQCRHL	protein-coding gene	gene with protein product	Approved
HGNC:29594	UQCRQ	protein-coding gene	gene with protein product	Approved
HGNC:17785	URAD	protein-coding gene	gene with protein product	Approved
HGNC:17344	URB1	protein-coding gene	gene with protein product	Approved
HGNC:28967	URB2	protein-coding gene	gene with protein product	Approved
HGNC:30890	URGCP	protein-coding gene	gene with protein product	Approved
HGNC:13236	URI1	protein-coding gene	gene with protein product	Approved
HGNC:28378	URM1	protein-coding gene	gene with protein product	Approved
HGNC:26444	UROC1	protein-coding gene	gene with protein product	Approved
HGNC:12591	UROD	protein-coding gene	gene with protein product	Approved
HGNC:12592	UROS	protein-coding gene	gene with protein product	Approved
HGNC:25792	USB1	protein-coding gene	gene with protein product	Approved
HGNC:30882	USE1	protein-coding gene	gene with protein product	Approved
HGNC:12593	USF1	protein-coding gene	gene with protein product	Approved
HGNC:12594	USF2	protein-coding gene	gene with protein product	Approved
HGNC:30494	USF3	protein-coding gene	gene with protein product	Approved
HGNC:12597	USH1C	protein-coding gene	gene with protein product	Approved
HGNC:16356	USH1G	protein-coding gene	gene with protein product	Approved
HGNC:12601	USH2A	protein-coding gene	gene with protein product	Approved
HGNC:24058	USHBP1	protein-coding gene	gene with protein product	Approved
HGNC:30904	USO1	protein-coding gene	gene with protein product	Approved
HGNC:12607	USP1	protein-coding gene	gene with protein product	Approved
HGNC:12618	USP2	protein-coding gene	gene with protein product	Approved
HGNC:12626	USP3	protein-coding gene	gene with protein product	Approved
HGNC:12627	USP4	protein-coding gene	gene with protein product	Approved
HGNC:12628	USP5	protein-coding gene	gene with protein product	Approved
HGNC:12629	USP6	protein-coding gene	gene with protein product	Approved
HGNC:16858	USP6NL	protein-coding gene	gene with protein product	Approved
HGNC:12630	USP7	protein-coding gene	gene with protein product	Approved
HGNC:12631	USP8	protein-coding gene	gene with protein product	Approved
HGNC:12632	USP9X	protein-coding gene	gene with protein product	Approved
HGNC:12633	USP9Y	protein-coding gene	gene with protein product	Approved
HGNC:12608	USP10	protein-coding gene	gene with protein product	Approved
HGNC:12609	USP11	protein-coding gene	gene with protein product	Approved
HGNC:20485	USP12	protein-coding gene	gene with protein product	Approved
HGNC:12611	USP13	protein-coding gene	gene with protein product	Approved
HGNC:12612	USP14	protein-coding gene	gene with protein product	Approved
HGNC:12613	USP15	protein-coding gene	gene with protein product	Approved
HGNC:12614	USP16	protein-coding gene	gene with protein product	Approved
HGNC:37182	USP17L1	protein-coding gene	gene with protein product	Approved
HGNC:34434	USP17L2	protein-coding gene	gene with protein product	Approved
HGNC:37175	USP17L3	protein-coding gene	gene with protein product	Approved
HGNC:37176	USP17L4	protein-coding gene	gene with protein product	Approved
HGNC:37177	USP17L5	protein-coding gene	gene with protein product	Approved
HGNC:37180	USP17L7	protein-coding gene	gene with protein product	Approved
HGNC:37181	USP17L8	protein-coding gene	gene with protein product	Approved
HGNC:44438	USP17L10	protein-coding gene	gene with protein product	Approved
HGNC:44439	USP17L11	protein-coding gene	gene with protein product	Approved
HGNC:44440	USP17L12	protein-coding gene	gene with protein product	Approved
HGNC:44441	USP17L13	protein-coding gene	gene with protein product	Approved
HGNC:44443	USP17L15	protein-coding gene	gene with protein product	Approved
HGNC:44445	USP17L17	protein-coding gene	gene with protein product	Approved
HGNC:44446	USP17L18	protein-coding gene	gene with protein product	Approved
HGNC:44447	USP17L19	protein-coding gene	gene with protein product	Approved
HGNC:44448	USP17L20	protein-coding gene	gene with protein product	Approved
HGNC:44449	USP17L21	protein-coding gene	gene with protein product	Approved
HGNC:44450	USP17L22	protein-coding gene	gene with protein product	Approved
HGNC:44451	USP17L23	protein-coding gene	gene with protein product	Approved
HGNC:44453	USP17L24	protein-coding gene	gene with protein product	Approved
HGNC:44452	USP17L25	protein-coding gene	gene with protein product	Approved
HGNC:44454	USP17L26	protein-coding gene	gene with protein product	Approved
HGNC:44455	USP17L27	protein-coding gene	gene with protein product	Approved
HGNC:44456	USP17L28	protein-coding gene	gene with protein product	Approved
HGNC:44457	USP17L29	protein-coding gene	gene with protein product	Approved
HGNC:44458	USP17L30	protein-coding gene	gene with protein product	Approved
HGNC:12616	USP18	protein-coding gene	gene with protein product	Approved
HGNC:12617	USP19	protein-coding gene	gene with protein product	Approved
HGNC:12619	USP20	protein-coding gene	gene with protein product	Approved
HGNC:12620	USP21	protein-coding gene	gene with protein product	Approved
HGNC:12621	USP22	protein-coding gene	gene with protein product	Approved
HGNC:12623	USP24	protein-coding gene	gene with protein product	Approved
HGNC:12624	USP25	protein-coding gene	gene with protein product	Approved
HGNC:13485	USP26	protein-coding gene	gene with protein product	Approved
HGNC:13486	USP27X	protein-coding gene	gene with protein product	Approved
HGNC:12625	USP28	protein-coding gene	gene with protein product	Approved
HGNC:18563	USP29	protein-coding gene	gene with protein product	Approved
HGNC:20065	USP30	protein-coding gene	gene with protein product	Approved
HGNC:20060	USP31	protein-coding gene	gene with protein product	Approved
HGNC:19143	USP32	protein-coding gene	gene with protein product	Approved
HGNC:20059	USP33	protein-coding gene	gene with protein product	Approved
HGNC:20066	USP34	protein-coding gene	gene with protein product	Approved
HGNC:20061	USP35	protein-coding gene	gene with protein product	Approved
HGNC:20062	USP36	protein-coding gene	gene with protein product	Approved
HGNC:20063	USP37	protein-coding gene	gene with protein product	Approved
HGNC:20067	USP38	protein-coding gene	gene with protein product	Approved
HGNC:20071	USP39	protein-coding gene	gene with protein product	Approved
HGNC:20069	USP40	protein-coding gene	gene with protein product	Approved
HGNC:20068	USP42	protein-coding gene	gene with protein product	Approved
HGNC:20072	USP43	protein-coding gene	gene with protein product	Approved
HGNC:20064	USP44	protein-coding gene	gene with protein product	Approved
HGNC:20080	USP45	protein-coding gene	gene with protein product	Approved
HGNC:20075	USP46	protein-coding gene	gene with protein product	Approved
HGNC:20076	USP47	protein-coding gene	gene with protein product	Approved
HGNC:18533	USP48	protein-coding gene	gene with protein product	Approved
HGNC:20078	USP49	protein-coding gene	gene with protein product	Approved
HGNC:20079	USP50	protein-coding gene	gene with protein product	Approved
HGNC:23086	USP51	protein-coding gene	gene with protein product	Approved
HGNC:29255	USP53	protein-coding gene	gene with protein product	Approved
HGNC:23513	USP54	protein-coding gene	gene with protein product	Approved
HGNC:20294	USPL1	protein-coding gene	gene with protein product	Approved
HGNC:17223	UST	protein-coding gene	gene with protein product	Approved
HGNC:12634	UTF1	protein-coding gene	gene with protein product	Approved
HGNC:24477	UTP3	protein-coding gene	gene with protein product	Approved
HGNC:1983	UTP4	protein-coding gene	gene with protein product	Approved
HGNC:18279	UTP6	protein-coding gene	gene with protein product	Approved
HGNC:24329	UTP11	protein-coding gene	gene with protein product	Approved
HGNC:10665	UTP14A	protein-coding gene	gene with protein product	Approved
HGNC:20321	UTP14C	protein-coding gene	gene with protein product	Approved
HGNC:25758	UTP15	protein-coding gene	gene with protein product	Approved
HGNC:24274	UTP18	protein-coding gene	gene with protein product	Approved
HGNC:17897	UTP20	protein-coding gene	gene with protein product	Approved
HGNC:28224	UTP23	protein-coding gene	gene with protein product	Approved
HGNC:28440	UTP25	protein-coding gene	gene with protein product	Approved
HGNC:12635	UTRN	protein-coding gene	gene with protein product	Approved
HGNC:12636	UTS2	protein-coding gene	gene with protein product	Approved
HGNC:30894	UTS2B	protein-coding gene	gene with protein product	Approved
HGNC:4468	UTS2R	protein-coding gene	gene with protein product	Approved
HGNC:12638	UTY	protein-coding gene	gene with protein product	Approved
HGNC:12640	UVRAG	protein-coding gene	gene with protein product	Approved
HGNC:29304	UVSSA	protein-coding gene	gene with protein product	Approved
HGNC:17729	UXS1	protein-coding gene	gene with protein product	Approved
HGNC:12641	UXT	protein-coding gene	gene with protein product	Approved
HGNC:25507	VAC14	protein-coding gene	gene with protein product	Approved
HGNC:12642	VAMP1	protein-coding gene	gene with protein product	Approved
HGNC:12643	VAMP2	protein-coding gene	gene with protein product	Approved
HGNC:12644	VAMP3	protein-coding gene	gene with protein product	Approved
HGNC:12645	VAMP4	protein-coding gene	gene with protein product	Approved
HGNC:12646	VAMP5	protein-coding gene	gene with protein product	Approved
HGNC:11486	VAMP7	protein-coding gene	gene with protein product	Approved
HGNC:12647	VAMP8	protein-coding gene	gene with protein product	Approved
HGNC:15512	VANGL1	protein-coding gene	gene with protein product	Approved
HGNC:15511	VANGL2	protein-coding gene	gene with protein product	Approved
HGNC:12648	VAPA	protein-coding gene	gene with protein product	Approved
HGNC:12649	VAPB	protein-coding gene	gene with protein product	Approved
HGNC:12651	VARS1	protein-coding gene	gene with protein product	Approved
HGNC:21642	VARS2	protein-coding gene	gene with protein product	Approved
HGNC:19964	VASH1	protein-coding gene	gene with protein product	Approved
HGNC:25723	VASH2	protein-coding gene	gene with protein product	Approved
HGNC:18517	VASN	protein-coding gene	gene with protein product	Approved
HGNC:12652	VASP	protein-coding gene	gene with protein product	Approved
HGNC:16919	VAT1	protein-coding gene	gene with protein product	Approved
HGNC:29315	VAT1L	protein-coding gene	gene with protein product	Approved
HGNC:12657	VAV1	protein-coding gene	gene with protein product	Approved
HGNC:12658	VAV2	protein-coding gene	gene with protein product	Approved
HGNC:12659	VAV3	protein-coding gene	gene with protein product	Approved
HGNC:12660	VAX1	protein-coding gene	gene with protein product	Approved
HGNC:12661	VAX2	protein-coding gene	gene with protein product	Approved
HGNC:12662	VBP1	protein-coding gene	gene with protein product	Approved
HGNC:12663	VCAM1	protein-coding gene	gene with protein product	Approved
HGNC:2464	VCAN	protein-coding gene	gene with protein product	Approved
